# (E [MeV])  (Flux [1/MeV/cm^2/s]
1.348100E+01  2.738825E+04
1.349700E+01  2.662870E+04
1.351400E+01  2.590526E+04
1.353000E+01  2.519060E+04
1.354600E+01  2.447594E+04
1.356300E+01  2.375612E+04
1.357900E+01  2.301721E+04
1.359500E+01  2.235106E+04
1.361200E+01  2.170606E+04
1.362800E+01  2.106828E+04
1.364500E+01  2.042999E+04
1.366100E+01  1.978757E+04
1.367700E+01  1.911522E+04
1.369400E+01  1.853162E+04
1.371000E+01  1.796867E+04
1.372600E+01  1.740674E+04
1.374300E+01  1.684430E+04
1.375900E+01  1.627619E+04
1.377500E+01  1.569208E+04
1.379200E+01  1.517453E+04
1.380800E+01  1.468588E+04
1.382400E+01  1.419877E+04
1.384100E+01  1.371012E+04
1.385700E+01  1.321166E+04
1.387300E+01  1.271321E+04
1.389000E+01  1.226222E+04
1.390600E+01  1.184581E+04
1.392200E+01  1.142940E+04
1.393900E+01  1.101092E+04
1.395500E+01  1.058006E+04
1.397100E+01  1.016107E+04
1.398800E+01  9.777168E+03
1.400400E+01  9.427836E+03
1.402000E+01  9.078504E+03
1.403700E+01  8.725044E+03
1.405300E+01  8.358168E+03
1.406900E+01  8.009868E+03
1.408600E+01  7.693560E+03
